id	text
zh_0196	新闻说某人洗心革面，结果他连椅子都一起洗了，现在坐在湿漉漉的“清新”上反思人生。
zh_0197	警方破获一起“锤击西瓜”案，嫌疑人坚称只是想帮夏天降降温——结果一锤下去，瓜飞汁溅，连路过的蚊子都中暑了。
zh_0198	环保局误将“喷洒消毒水”听成“喷洒蛋花汤”，结果整条街的鸡蛋都吓得跳窗逃跑。
zh_0199	新闻说地铁急刹车，乘客摇晃得像被风吹的花，结果一朵假发飞出去还带着花——原来大爷头上种的是蒲公英！
zh_0200	移动公司信号太差，连树都忍不住拔根跑路找5G了！
zh_0201	花蓮師生卡關，特搜隊秒變「人肉外掛」拉繩救援！
zh_0202	恆春六店联手搞事情，「半島拾光」逛到走不掉！
zh_0203	香港要让黄金“说”普通话了！
zh_0204	呂爵安玩命遊戲面不改色：公司訓練到我連尖叫都省了！
zh_0205	创科资讯：老板说这项目能成，我信了，结果代码比我命还脆。
zh_0206	裕民矿砂船装“风火轮”，AI算完碳排笑出声：省了10%！
zh_0207	马克龙堵路上急得给特朗普打电话：“你家保镖挡我道了！”
zh_0208	限貸解約說免違約金？法院：先問過我手裡的法槌同不同意！
zh_0209	吻戏太猛，19岁小鲜肉开机两天就“亲”逃了！
zh_0210	《明報雜誌》上線啦，八卦不用翻牆，正經事才要密碼！
zh_0211	为了出片命都不要了，相机比安全带还紧！
zh_0212	美瞳党注意，别让眼睛踩雷变“瞎忙”！
zh_0213	許光漢巡迴撩亞洲，TVBS緊跟怕他跑！
zh_0214	你追光，光追电费单。
zh_0215	岚图推“泰山”SUV，看来以后堵车真能靠山了！
zh_0216	炫技变翻车，越野车当场表演“四脚朝天”！
zh_0217	胶原蛋白不是速食面，别指望一泡就弹！
zh_0218	全城抓壮丁，Pick你最爱的游戏！
zh_0219	郭明錤说小米17要“减产瘦身”，销量先给自己砍一刀。
zh_0220	金九不镀金，北京楼市卖疯了！
zh_0221	马杜罗发来贺电：新中国76岁了，比我存款还稳！
zh_0222	社评：键盘一响，黄金万两——可惜是别人的。
zh_0223	纯喫茶靠“平替手摇”杀进动画CM和原创奖，省下的钱够买十杯珍珠奶茶！
zh_0224	大叔拿玩具手榴弹抢金链，结果被路人当“团建活动”按在地上摩擦。
zh_0225	星藝象娛樂：名字像大象，业务却像蚂蚁。
zh_0226	汾酒半年报：赚钱比醒酒还快！
zh_0227	从补牙到美甲，指尖时尚竟是牙医“漏”出来的潮流！
zh_0228	伦敦女生还没闻到“低调香”，鼻子已经排队到月球了！
zh_0229	樺加沙颱風逛馬太鞍溪，順手帶走14人還打包46個失聯。
zh_0230	养狗神器在手，铲屎官秒变轻松，毛孩笑到尾巴打结！
zh_0231	专家破解“斩首”变“反杀”，台湾这波操作藏得比泡面还深！
zh_0232	“影像空间”里，连你的尴尬都能高清回放。
zh_0233	直播：我在镜头前演人，你在屏幕后当鬼。
zh_0234	旅游吧，钱包君已阵亡。
zh_0235	职场如宫斗，还好有贵人递刀。
zh_0236	菲律宾强震“震”完收工，72人遇难，2万灾民开始“露营”生活。
zh_0237	领导开会，连空气都紧张得不敢喘气。
zh_0238	台股冲上天，彭金隆想把台湾变“亚洲那斯达克”，股民：先别摔下来！
zh_0239	张亚中逼问柯P是不是连垃圾都不如，郑丽文淡定回：蓝白以前可是互扔垃圾的仇人。
zh_0240	台风一发威，花莲堰塞湖“爆单”了——可惜送走的是14条人命。
zh_0241	马太鞍溪堰塞湖“漏水”漏掉两万七千座泳池，警报还红得发紫！
zh_0242	威能帝七局封鎖，桃猿射鷹屠獅，連勝吃到飽！
zh_0243	总书记带队“打卡”新疆，中央团开启西域团建模式！
zh_0244	阿Ken炸甜甜圈炸出金钟双入围，手抖差点把奖座揉进面团里！
zh_0245	港星豪宅变“接水大户”，台风一来盆比窗多。
zh_0246	AI零痛感，黑客撞墙不喊疼。
zh_0247	成龙去看SEVENTEEN，是来教他们“功夫打歌”还是“动作应援”？
zh_0248	吃肉不手抖，良心才发慌。
zh_0249	张立健：AI交响曲？怕不是炼金术在冒充贝多芬！
zh_0250	王楚钦怼记者：几点了还采访？我是人，不是永动机！
zh_0251	白领姐弟不当打工人，改行捏包子卷出新花样！
zh_0252	劉書宏肋骨裂開，瘦成「人形泡麵」還自責推掉工作！
zh_0253	妮可·基德曼试用期结束，老公没转正。
zh_0254	台积电一挺腰，台股就敢冲27000！
zh_0255	美联储还在“鸽”着，海指先跌为敬。
zh_0256	从库克山硬核徒步，到皇后镇躺平装仙女——新西兰南岛教你刚柔并济！
zh_0257	外资抢跑中国经济，就怕晚了没座儿！
zh_0258	英国人说话自带翻译费。
zh_0259	鱼油不是糖，乱吃中风找上门！
zh_0260	周浩鼎：人如其名，一鼎扛起全场。
zh_0261	人类学博士刘源：做公益？比挖祖宗还上头！
zh_0262	旅行：花钱买罪受，还笑嘻嘻发朋友圈。
zh_0263	南方人中秋不啃月饼，专啃习俗！
zh_0264	国内：别人家的狗都开始炒股了，你还在等啥？
zh_0265	广州中山纪念堂上演“红”色浪漫，快闪+音乐会，不来打卡都对不起你的朋友圈！
zh_0266	财经：钱没睡，它在加班。
zh_0267	招人，不招鸽子。
zh_0268	蘭嶼艦下水，東部海域從此「艦」步如飛！
zh_0269	跟党走，红火日子不用愁，连WiFi都满格！
zh_0270	辛纳一出手，中网变“辛”网！
zh_0271	王冠一戴，烦恼全甩！
zh_0272	综治中心变身“解忧杂货铺”，专治各种不服。
zh_0273	國民黨救災不忘造謠，結果鐵證一出，臉比災區還慘。
zh_0274	“即时”到连后悔都来不及！
zh_0275	热到连“查看更多”都快熟了！
zh_0276	经济：我不好，你也不好，大家都不好，但好像又没事。
zh_0277	美财长警告：政府再“摆烂”，GDP就要变“GDP不起了”！
zh_0278	南法低音炮，雄浑到邻居报警。
zh_0279	《SPARKS》一出，科学课本都冒烟了！
zh_0280	李在明联合国喊话：两韩别吵了，快“END”掉这出狗血剧！
zh_0281	慈湖秋日开趴，复古潮人10/4准时“穿越”！
zh_0282	刘嘉铭掌舵启境汽车，方向盘终于有人敢抢了！
zh_0283	科技和汽车股带头冲锋，欧洲股市集体“红”光满面！
zh_0284	花蓮師生卡關，特搜隊上線拉人！
zh_0285	中国对WTO说：我不当“特殊宝宝”了，美中掰头请自便！
zh_0286	金鼎奖现场：李远致敬出版人，郑明进笑称自己是“最幸运的老阿公”！
zh_0287	骆健佑杨佳敏携手晋级，郑加恒首轮打卡下班。
zh_0288	“影音”变“隐音”，一开会员就静音。
zh_0289	中秋刚啃完月饼，屠妖节又来收保护费，彩灯花卉还得加班营业！
zh_0290	今彩539双喜临门，彰化高雄各抱800万回家！
zh_0291	生活：主打一个活着就不错了。
zh_0292	新北阿公阿嬤明年刷卡爽領600點，連跳廣場舞都更有勁！
zh_0293	“影像”拍了拍你，并说：“别光看，笑一个！”
zh_0294	黃國昌笑說王義川告他，原來是想進他的D槽，詹凌瑀補刀：某人抖成篩子啦！
zh_0295	深圳新闻：今天又卷出新高度！
zh_0296	标普信评又双叒叕“不一致”了，罚单都成回头客了！
zh_0297	绿营内讧，王定宇气到退群，只因“杀伤力消息”外泄？
zh_0298	TVBS新闻：别人家的瓜，我家的饭。
zh_0299	健康更多？钱包更薄！
zh_0300	「专题」变「砖题」，读完头更疼。
zh_0301	台中9月20日开“心”派对，专治各种不开心！
zh_0302	金山电：钱又不够了？Cayman爸爸再打点泰铢零花！
zh_0303	王飞凌：美国两党吵归吵，祖传剧本没跑偏。
zh_0304	“更多……”——点开发现是老板的废话续费提醒。
zh_0305	有事您说话，没事也别乱点“联系我们”！
zh_0306	台湾：全球焦点，连我家猫都开始刷“福克斯台湾”了。
zh_0307	中国：卷王之国，连空气都内卷。
zh_0308	川普带货波音，乌兹别克先试22架，北京准备拼单500！
zh_0309	六旬大爷嫌吵，一“静”惊人。
zh_0310	花蓮重建要200億，傅崐萁說：卓院長，誠意秤斤賣嗎？
zh_0311	徐詩涵國中就連影子都打不過她！
zh_0312	在大津遛弯，古寺里打坐都能蹦出禅意迪斯科！
zh_0313	面汤案又延期，法官说这碗面太难嗦。
zh_0314	高雄土方堆成山，工地停工等涨价，泥巴都比人有耐心。
zh_0315	花莲震后重建，连地基都开始“抖”擞精神了！
zh_0316	男神老了，但奥斯卡还记得他帅过！
zh_0317	張亞中逼問柯P是不是連垃圾都不如，鄭麗文冷笑：藍白以前可是見面就互扔垃圾的敵人！
zh_0318	佛系文化：不争不抢，连WiFi都懒得连。
zh_0319	茂林连夜包300个「吉拿富」，花莲灾民：吃饱了，谢谢高雄的爱！
zh_0320	熊猫快餐老板抢购开拓者，半路杀出个程咬金还顺手告了一状！
zh_0321	两岸：一边想统一，一边想统“一”个快递。
zh_0322	一纸调令在手，权力秒变“掌”控大师！
zh_0323	普京将以“合适方式”闪现G20，反正不是Zoom。
zh_0324	诺诚健华亏得少了，淋巴瘤新药终于有人“下单”了！
zh_0325	酸汤牛肉配百香果，解腻到连胃都开始谈恋爱！
zh_0326	陈英雄挥裁员斧，手抖心更抖。
zh_0327	腾讯股价飙到四年半最高，港股数据一出，韭菜都笑了。
zh_0328	吃太嗨，直接飞走！
zh_0329	政坛经济，主打一个“我穷得只剩政策了”。
zh_0330	許光漢回眸一笑，越南粉絲心臟停跳，越媒：這男人太會了！
zh_0331	立陶宛人吃海鮮？不，他們偏好煙燻「海乾」！
zh_0332	公司换人如换衣，政府说：我们爱的是你，不是你的工位！
zh_0333	体育：人类和沙发的终极对决。
zh_0334	假郭正亮呛赵，罗智强：再乱打就退选，别演了！
zh_0335	官场飙车，一路超速直通巅峰。
zh_0336	这5个生肖走到哪都自带聚光灯，连蚊子叮都挑C位！
zh_0337	H-1B签证新规：抽个签，先准备十万刀买“梦想入场券”！
zh_0338	“生态文明：连蚊子都讲究低碳叮人。”
zh_0339	徐榛蔚慰问到殡仪馆，家属怒吼：来之前好歹发个“撤离通知”啊！
zh_0340	私募们七成仓位不动如山，对冲基金却已冲进A股买买买！
zh_0341	陳景祥：名字很祥，人很忙。
zh_0342	这周大事：周一到周日，一天没闲着！
zh_0343	中国啤酒和钢铁被课重税，喝一口等于吞半块钢板！
zh_0344	65岁周思洁冻龄出道，欠债一亿照样该露就露！
zh_0345	法总统街头被拦，急call川普：“快救我，信号被黑了！”
zh_0346	花蓮縣府派「空氣代表」開會，問啥都只會回「在聽了」。
zh_0347	专栏：专治没事找事的闲人。
zh_0348	国民党主席选举，候选人抢着当“两岸关系嘴替”。
zh_0349	Ryu怒吼前女友：画我丑照还分手，是想把我P成通缉犯？
zh_0350	死得体面，也是基本人权！
zh_0351	中方提醒美方：别乱约，小心约到“港独”变“凉透”。
zh_0352	董事长把房子“借”给儿孙，结果借成了被告席四连座。
zh_0353	瑞典爸妈接娃晚五分钟，就被贴上“坏家长”标签？
zh_0354	步步为赢，脚底生风还带理财！
zh_0355	谈情说爱，顺便聊聊“性”福生活。
zh_0356	两身高定一穿，萧贵妃秒变“衣”锦还宫！
