id	text
es_0095	Bancamiga no para de crecer: hasta su cartera está en modo “ganar, ganar, ganar”.
es_0096	¡Quito se pone morena… y no por el sol de verano!
es_0097	En El Salvador no se duerme... ¡se flota!
es_0098	El superporoto chileno: cuando los frijoles se ponen serios y salvan el mundo desde abajo.
es_0099	¡Los bananos estaban más dopados que un ciclista de los 90!
es_0100	Simulacro de sismo: prevenir sí, pero con el 14% del presupuesto… ¡hasta los terremotos se ríen!
es_0101	Después de rociarle desinfectante a la silla, ahora se niega a dejarme sentar: dice que está en cuarentena.
es_0102	Martillar una banana no la hace más madura, solo más pegajosa… y sospechosa.
es_0103	Mover el refrigerador fue tan difícil que ahora tiene más músculos que mi entrenador.
es_0104	Martillar una calabaza no la convierte en carroza, pero al menos el príncipe ya tiene con qué hacer ruido.
es_0105	Pelar una calabaza fue tan difícil que hasta el cuchillo pidió asilo político.
es_0106	Calentar un libro en el microondas no te da bestseller, solo una novela humeante.
es_0107	Rociar la puerta con desinfectante ya no es limpieza, es un ritual para que el cartero deje de tocarla como si fuera su timbre personal.
es_0108	Intenté medir mi amor por la pizza, pero la regla se derritió con el queso.
es_0109	Desenchufar el refrigerador fue mi forma de protestar contra el capitalismo… ahora tengo yogur líquido y principios derretidos.
es_0110	A pesar de que mi teléfono tiene más apps que amigos, sigue sin saber consolarme en el pesar.
es_0111	Desgranar la verdad sobre el tomate falso que juraba ser orgánico, pero solo quería salsa de fama.
es_0112	Rociar la taza con desinfectante no la convierte en un trono, pero al menos huele a limón y desesperanza.
es_0113	Después de intentar cerrar el trato con su jefe, terminó licuando su currículum en la licuadora por error.
es_0114	Martillar un tomate no lo convierte en kétchup, pero sí en la cena más frustrada del año.
es_0115	Mezclar calabaza en la licuadora fue mi intento de hacer un batido saludable… ahora tengo una sopa con ansias de Halloween.
es_0116	Mi laptop se calienta tanto que ya le puse alarma de incendio... y de cafetera.
es_0117	Después de intentar perforar la caja fuerte, el ladrón juró que prefería robar huevos: al menos no suenan la alarma.
es_0118	Pelar un coco es lo más cerca que he estado de resolver un crimen: duro, confuso y con riesgo de que te caiga encima.
es_0119	Después de cortar con su pareja, lo único que le dolió fue ver sus zapatos favoritos en la mudanza.
es_0120	"A pesar del luto nacional, alguien trajo una sandía al funeral… y la culpa es de la abuela que dijo ""algo fresco para el velorio""."
es_0121	Después de martillar durante horas, el técnico por fin arregló el refrigerador... ahora enfría con estilo y tiene un agujero muy artístico.
es_0122	Después de intentar abrir la licuadora con un abrelatas, entendí por qué mi batido tenía sabor a metal y decepción.
es_0123	Después de intentar cortar el coco con una cuchara, entendí por qué no soy chef… ni jardinero.
es_0124	Medir el tocino antes de cortarlo no evita que te salpique la conciencia… ni la camisa.
es_0125	Soltar un secreto es como abrir el refrigerador a medianoche: al principio parece inofensivo, pero terminas con la conciencia fría y una rebanada de queso en la mano.
es_0126	No necesitas una cinta métrica para medir el desastre en la cocina: si la calabaza salió volando, ya sabes que fue un fracaso épico.
es_0127	Después de cortar el presupuesto, lo único que le quedó fue una laptop… y unas tijeras para fingir que sigue trabajando.
es_0128	"Después de lavar el teclado, ahora escribe en modo ""jabón líquido"": todo lo que tecleo sale espumoso."
es_0129	Después de sacudir el árbol de la economía, lo único que cayó fue una hoja de reclamaciones.
es_0130	Aunque la papa no tiene licencia, se fue a rodar por la colina como si fuera un remake de *Fast & Furious: Tubérculo Drift*.
es_0131	En vez de lanzar el teléfono contra la pared, mejor lo lancé al grupo familiar: así todos sufren igual.
es_0132	Después de lanzar su nueva campaña ecológica, el alcalde tropezó con una naranja y declaró la guerra a los cítricos.
es_0133	"Después de freír su último huevo, el chef intentó llamar al 911... pero se le cayó el teléfono en la sartén y ahora solo suena ""¡bip bip crujiente!""."
es_0134	Después de martillar durante horas la puerta del microondas, finalmente logró que calentara su cena... y su paciencia.
es_0135	Desenchufar el teléfono fue mi forma de desconectarme del mundo… hasta que recordé que los teléfonos ya no se enchufan, y ahora solo sueno como un abuelo confundido.
es_0136	A pesar de su pesar, la calabaza decidió disfrazarse de psicólogo para escuchar sin juzgar… y sin semillas.
es_0137	Medir el tiempo en el microondas es la única forma de cocinar con precisión… y con ansiedad.
es_0138	A pesar de que el tomate juró lealtad al gazpacho, terminó en la cárcel por intento de asesinato con sal y aceite.
es_0139	Medir el éxito en la vida ya no es lo que era: ahora se mide en sandías por minuto.
es_0140	Lanzar una cuchara al aire ya no es señal de paz, sino de que la sopa se rebeló.
es_0141	Calentar los zapatos antes de ponérselos no evita las ampollas, pero sí da tiempo a arrepentirse de haberlos comprado.
es_0142	Lanzar una camisa al aire ya no es moda, es señal de que te rindes en la batalla contra las arrugas.
es_0143	Medir el horno con un termómetro de fiebre no es lo ideal, pero al menos ahora sé que mi cena está a 39 grados.
es_0144	Beber demasiado puede llevarte a jurar que viste un huevo hacer parkour.
es_0145	En un intento desesperado por lanzar su nueva dieta, decidió empezar comiéndose la galleta que usaba como posavasos.
es_0146	Mezclar el teléfono con la licuadora fue un error… ahora solo recibo llamadas batidas.
es_0147	Martillar el auto no lo arregla, pero al menos el vecino deja de quejarse del ruido... porque ahora llora.
es_0148	Mi intento de perforar una botella con el taladro terminó en un brindis... involuntario.
es_0149	Después de cortar con su novia, lo único que le quedó fue una toalla… y la duda de si era suya o de ella.
es_0150	Después de martillar toda la noche en su taller, el zapatero juró que sus zapatos ya no serían tan ruidosos… pero uno siguió marcando el ritmo como si tuviera un metrónomo adentro.
es_0151	Martillar un huevo es lo único que no se recomienda ni en recetas ni en talleres.
es_0152	Después de martillar su teléfono por décima vez, finalmente logró que sonara… el timbre de la puerta.
es_0153	Después de lavar el pepino, mi abuela dijo que ya estaba listo para la ensalada… y para la próxima telenovela.
es_0154	Después de sacudir la mesa para probar su estabilidad, el ministro confirmó que la economía sigue tambaleándose.
es_0155	Después de intentar lavar su conciencia con una sandía, ahora tiene la culpa... y el fruto más limpio del barrio.
es_0156	"Rociar el libro con agua bendita no lo convierte en best seller, pero al menos ahora huele a ""bestia sagrada""."
es_0157	Lavar el microondas no quita las malas decisiones que tomaste a las 3 a.m. con un burrito.
es_0158	Abrir el refrigerador a medianoche no es hambre, es una reunión de emergencia entre tus impulsos y la mayonesa.
es_0159	Intenté mover el microondas y ahora calienta emociones, no comida.
es_0160	Medir zapatos a ciegas es como hacer encuestas telefónicas: al final, siempre te equivocas de número.
es_0161	Intenté cortar el auto en pedacitos para que cupiera en el garaje, pero ahora tengo un rompecabezas con bocina.
es_0162	Lavar la ventana no quita las penas, pero al menos ves el drama con mejor vista.
es_0163	Después de lavar el tomate, confesó que era un infiltrado del kétchup.
es_0164	En lugar de bombas, el ejército decidió lanzar flores… ahora el enemigo tiene alergia y no puede ni declarar la guerra.
es_0165	Lavar la ropa es tan difícil que hasta las rocas se niegan a hacerlo.
es_0166	Pelar maíz es lo único que no causa crisis política… ¡aunque algunos diputados lo intenten!
es_0167	A pesar de haber escrito un libro sobre procrastinación, sigue sin terminarlo.
es_0168	Después de rociar su microondas con agua bendita, ahora calienta las sobras y exorciza demonios al mismo tiempo.
es_0169	Después de rodar tres horas en el huerto, la zanahoria pidió un agente y un masaje en la raíz.
es_0170	Después de cortar el césped, intenté escribir un poema... pero el teclado seguía lleno de hojas.
es_0171	A pesar del huevo que se le cayó en la sartén, el chef sigue firme en su dieta emocional.
es_0172	Después de intentar lavar su refrigerador con jabón para platos, ahora el helado sabe a limón y tiene espuma.
es_0173	Desenchufar la licuadora fue lo único que impidió que mi smoothie se postulara a presidente.
es_0174	A pesar de la crisis, el ministro aseguró que su banana sigue siendo la más firme del gabinete.
es_0175	Lavar la puerta no evita que el suegro entre, pero al menos entra con los pies limpios.
es_0176	Medir el crecimiento de mi flor es la única forma en que logro sentir que progreso en la vida.
es_0177	A pesar de la crisis, mi botella sigue llena… de esperanza (y un poco de vino).
es_0178	Mi abuela decidió cortar con el pasado… así que tiró el teléfono a la licuadora.
es_0179	Lavé una manzana tan bien que ahora tiene más brillo que mi futuro.
es_0180	Mi abuela decidió cortar con la dieta y se comió una calabaza entera… ¡ahora es la calabaza más feliz del huerto!
es_0181	Después de intentar lavar sus pecados, el político terminó envuelto en una toalla… y en otro escándalo.
es_0182	Martillar el teclado no arregla el jefe, pero al menos suena como si estuvieras trabajando.
es_0183	Después de rociar la mesa con desinfectante, mi abuela juró que ahora brilla más que sus secretos familiares.
es_0184	Intenté cortar una roca con tijeras para ver si era comestible… ahora tengo migas de planeta en la ensalada.
es_0185	Después de intentar cortar el libro en dos para terminarlo más rápido, ahora tengo un thriller... y una multa de la biblioteca.
es_0186	Después de sacudir la caja de cereal, lo único que salió fue un mechón de cabello del vecino.
es_0187	Después de sacudir al ministro durante el escándalo, lo único que salió fue un limón exprimido.
es_0188	Medir zanahorias ya no es solo para chefs: ahora hasta los conejos usan cinta métrica antes de dar el primer mordisco.
es_0189	Después de martillar durante horas la botella, al fin logró abrirla... y descubrió que era de plástico.
es_0190	Después de intentar lavar su licuadora en la lavadora, ahora solo prepara batidos de calcetines.
es_0191	Después de cerrar la nevera, el refrigerador entró en depresión por sentirse ignorado.
es_0192	Después de intentar lavar el horno con detergente y un cepillo de dientes, ahora mi cocina huele a limón… y a emergencia doméstica.
es_0193	Después de horas martillar ideas, lo único que logré fue un coco más duro que el problema.
es_0194	Quería medir cuánto amor le tenía a mi laptop, pero se apagó antes de terminar la prueba.
es_0195	Después de sacudir el kétchup como si fuera un termómetro, el tomate decidió demandarlo por agresión con salsa.
es_0196	Después de lavar la silla, ya no solo rechina… ¡brilla de vergüenza!
es_0197	Después de martillar toda la mañana para arreglar la nevera, lo único que me apetece es una sandía… y que alguien me martille menos las ideas.
es_0198	Rociar los huevos con agua bendita no los hace más santos, solo más mojados.
es_0199	"Después de sacudir el jarrón para limpiarlo, la flor presentó una queja formal por ""violencia doméstica con pétalos""."
es_0200	Intenté mover el árbol del jardín, pero se negó a cambiar de opinión… y de lugar.
es_0201	Se fue a España… ¡y no fue por el fútbol!
es_0202	Trapiello: “No quiero convencer a todos, solo que me escuchen… y de paso, sin gritar”.
es_0203	Anne Hathaway estrena look charrúa y el diablo ya pide doble ración de dulce de leche.
es_0204	¡Ratatouille invita a cenar en Huasca… ¡y el chef es un ratón con sombrero!
es_0205	Limo-salva tu casa: el dúo que limpia, desinfecta y asusta a las bacterias con su sabor ácido.
es_0206	¡Más radares, menos excusas y adiós a los atajos! La IM pone orden (y multas).
es_0207	De repartir Mediapila a minar bitcóin en la Patagonia: la vida loca de José Sarasola.
es_0208	"Petro le contestó al fiscal: ""¿Mi hijo metido en líos otra vez?"""
es_0209	¿Se acabó “Downton Abbey” o solo están sirviendo el té con más suspense?
es_0210	La ciencia confirma: la música de ascensor causa ataques de aburrimiento terminal.
es_0211	El cacharro que te pone brazo sin salir del sofá.
es_0212	Arquímedes ya había hecho la tarea… ¡y nosotros recién la encontramos bajo el pupitre 2.000 años después!
es_0213	¿Cuatro días laborales o cuatro días de hacerlo todo?
es_0214	¡Chau, TikTok! En las primarias bonaerenses ahora el único scroll es el de los lápices.
es_0215	Ignorar la IA es como ignorar que tu jefe ahora es un robot con café infinito.
es_0216	En Bolivia, hasta el periódico se llevó una multa por entusiasmarse antes de tiempo.
es_0217	¡Silksong teje su segunda actualización… y sigue sin soltarnos del hilo!
es_0218	Los clubes se van al Mundial… de billetes.
es_0219	"Wynants emocionado por el bronce de Paternain: ""¡Fue una hazaña... de bronce!"""
es_0220	Los empresarios ven más nublado que mi futuro después del lunes.
es_0221	Jinetes uruguayos saltaron más alto que el precio del dólar en México.
es_0222	La vivienda sube tanto que hasta los sueños de ser propietario necesitan hipoteca.
es_0223	De comer tres alfajores a perder tres millones de viewers.
es_0224	De “chico de al lado” a ícono con causa… y cara de portada.
es_0225	"""Piloto recibe advertencia presidencial: 'Deja el iPad y vuela como adulto'."""
es_0226	Ozempic y Zepbound: ahora curan hasta lo que no sabías que tenías.
es_0227	Francesco Andrealli: el debut que hizo llorar de emoción hasta a Fábregas (y no era por la pasta).
es_0228	¡Aprovecha los Resto Days antes de que tu cartera se quede en resto!
es_0229	"Apoderado del call center: ""Compré datos... ¡pero con buena fe y en efectivo!"""
es_0230	Pilay Charrúa: ahora ahorras en unidades, no en lágrimas.
es_0231	¡20 años al aire libre y sin perder el ritmo!
es_0232	"Cuando el horóscopo dice ""no"" pero en realidad te está diciendo ""sí, pero con drama""."
es_0233	¿Atascado más de 5 minutos? ¡El peaje corre por cuenta del tráfico!
es_0234	Activa el modo estudiante aplicado en WhatsApp... para que tus padres crean que estudias mientras ves memes.
es_0235	¡Hazte la Polaroid con tu ídolo (sin que te denuncie por acoso)!
es_0236	¿Qué le deparan los astros a Colombia… aparte de más tinto y burocracia?
es_0237	¿Dónde está el kiosco que le dio la suerte al vecino y a mí solo me vendió un caramelo triste?
es_0238	Pereyra no fue a la gala… ¡el club dijo que tenía alergia al traje de gala!
es_0239	"Del tofu al ""salmón"": el pez que nunca nadó, pero sí se pone en tacos."
es_0240	150 frases primaverales para que tu WhatsApp florezca… y tus contactos se duerman.
es_0241	De la pascualina al postre comible: Dueto vuelve a Pocitos con cuchara y todo.
es_0242	¿Cuándo podré sacar mi plata de la AFP sin que me cobren hasta el alma?
es_0243	La UNAM busca narradores que no se queden mudos cuando meten gol.
es_0244	Pesto: el superhéroe verde que salva hasta tu tostada aburrida.
es_0245	"Rafa Nadal: ""¡No soy yo en ese video... y mucho menos hablando así!"""
es_0246	¡Piriápolis se derrite de chocolate este domingo!
es_0247	Gimena Accardi hizo un viaje relámpago a Montevideo… ¡y el rayo fue su agenda!
es_0248	"Evelyn Matthei: ""No quiero un país polarizado… ¡que ya bastante veneno nos meten en la comida!"""
es_0249	¡Orgía de tiburones leopardo al descubierto!
es_0250	Windows 10 se jubila... y sin pensión.
es_0251	"""El Conjuro 4: cuando el ritual se vuelve rutina."""
es_0252	¿Es hiperactivo o solo está probando mi paciencia con estilo?
es_0253	Presupuesto y estrategia: divorciados, pero comparten oficina.
es_0254	Cuando eres tan alto que hasta las amapolas te miran con envidia.
es_0255	Alemania se pone los botines de guerra... y el talonario al día.
es_0256	¡Meditación para mini-yoguis: respira, no llores!
es_0257	¿Celular? Ya ni lo miro… mis lentes lo miran por mí.
es_0258	La IMM multa hasta a tu sombra si se estaciona mal… y los radares también se mudaron.
es_0259	La F1 se pone en modo TikTok: carreras cortitas para 2026.
es_0260	¡Buenos Aires se va de shopping… ¡con la tarjeta de otro!
es_0261	Colapinto vuelve a la pista con el Alpine en Bakú... ¡a ver si esta vez no choca con su propia sombra!
es_0262	Caroline Ingalls casi se vuelve loca… pero la TV rural no estaba lista para terapia.
es_0263	Santiago Marrero ya no necesita cuarteto: su música se mueve... ¡y con ganas!
es_0264	River le pide al Mago que saque de la galera tres trucos... y un milagro.
es_0265	"Joana Marcús: ""Mis personajes me hablan... y la terapeuta ya no atiende."""
es_0266	¡Buenos Aires te invita a salir gratis… antes de que te atrape el lunes!
es_0267	¡Ogando corrió tan rápido que el cronómetro se rindió!
es_0268	La gota fría: cuando el cielo llora por los incendios... y los científicos también.
es_0269	"¡Juana Repetto pilló al bebé número dos en modo ""repetición""!"
es_0270	¿Votar desde el sofá? En 2026 hasta tu gato podrá elegir al próximo presidente (bueno, casi).
es_0271	¡Alerta queso trampa: tu bocadillo podría ser un impostor!
es_0272	Ahora hasta tu abuela tendrá que saber quién es el senador de Wyoming... ¡y por qué le teme a los bisontes!
es_0273	Chus Mateo: «No sé si es el mejor momento, pero mi suerte dice que sí… o eso espero».
es_0274	Haz preguntas profundas y deja de hablar de tu gato... así hasta te invitan a la fiesta.
es_0275	Redford: el molde se quedó sin masa, pero él ya estaba frito.
es_0276	¡San Pablo se apagó como si hubiera dicho algo incómodo en una cena!
es_0277	Messi se queda en el Inter Miami… ¡y hasta su sombra ya pide la baja!
es_0278	¡Super Jump: donde los adultos se olvidan de la gravedad y recuerdan sus rodillas!
es_0279	"El Barça se muda a Montjuïc: el Camp Nou está en modo ""fuera de servicio"" para la Champions."
es_0280	Petro cree que los de la lancha explosiva son paisas... ¡hasta en el Caribe nos reconocen!
es_0281	Sheinbaum y Carney se dan la mano… y un abrazo T-MEC.
es_0282	Marcos Grajales: “¡Pausa, ficción, que el lector va al baño!”
es_0283	Pocketpair siembra Pals en vez de papas: ¡llega Palfarm, el spin-off que riega criaturas!
es_0284	¡Correos de México vuelve a cruzar la frontera… con cartas, no con sueños!
es_0285	"Manolo González: ""Si nos joden en el Bernabéu, me la guardo pa' otro día."""
es_0286	El plan del gobierno que hará que tu monedero llore $3.300 millones, según Ceres.
es_0287	Messi le dio un concierto al Seattle: gol de 9, asistencia y hasta el acomodador pidió autógrafo.
es_0288	En Ámsterdam, el municipio va a juicio por dejar que los turistas se apoderen de la ciudad como si fuera un Airbnb gigante.
es_0289	Fainá de zapallitos: barata, rápida y sin drama.
es_0290	¡Multada y muda: “Estoy un poco… enojada con mi billetera!”
es_0291	Andy Kusnetzoff lloró en vivo… ¡y hasta el micrófono se hizo el drama!
es_0292	¡Canal 4 se puso las pilas y ahora brilla en todo el continente… o al menos dos de sus programas!
es_0293	"La Udelar fue al Congreso a pedir plata con cara de ""esto es una emergencia... o casi""."
es_0294	El puente, cansado de tantos trenes y años, decidió darse un chapuzón.
es_0295	Dudar es tener dos mentes... y ninguna foto de perfil clara.
es_0296	Juancho, el caimán orinocense que salva a su especie... ¡desde Dallas!
es_0297	"""Padre no hay más que uno... pero ahora sí, en serie."""
es_0298	Anto Pane le soltó a Yao Cabrera: “Sos siniestro”… y el internet se volvió un exorcista.
es_0299	Asmik Grigorian calienta su voz con Lady Gaga… ¡porque el frío escénico no perdona!
es_0300	Las orcas no hunden veleros, ¡solo les están dejando una reseña negativa en TripAdvisor!
es_0301	Autos al cubo: los japoneses se achicaron… ¡y sus carros también!
es_0302	¿Canelo busca consuelo en un abrazo o en otro ring?
es_0303	Horner se fue de Red Bull… pero dejó la alarma puesta hasta 2026.
es_0304	Flick: “Rashford? Ni me pilla en curva.”
es_0305	Francia: el enfermo de Europa... ¡y esta vez no es por el vino!
es_0306	¡Arjona sigue seco… de fechas agotadas!
es_0307	"""Sin caja, la izquierda se queda sin drama... y sin plata."""
es_0308	Diana Bellesi nació, vio el mundo y dijo: “Mejor escribo poesía”.
es_0309	"Josefina Sanguinetti: ""La lana está tan firme que hasta las ovejas se sienten modelos."""
es_0310	Recoleta se pone de shopping: pronto podrás perder el sueldo y el alma en un solo lugar.
es_0311	El plátano oriental llegó a Chile... ¡y ni el árbol sabe por qué!
es_0312	Una joven surfeando un tsunami de feels.
es_0313	El alcalde Jhovinson Vásquez rinde cuentas... y Pachacútec sigue esperando el pavimento.
es_0314	Orsi es más querido que su propio gobierno… ¡y eso que ni siquiera es un perrito!
es_0315	En DC, ahora los chiquitos juegan a ser adultos… y a la cárcel.
es_0316	El gobierno de la CDMX quiere comprarle la casa a Cuba... ¡la 11!
es_0317	Dos famosos lloran juntos… ¡y hasta el guion los perdona!
es_0318	EE.UU. intentó reemplazar jornaleros con estudiantes… y el maíz se puso a hacer tareas.
es_0319	Perú se cae del ranking FIFA más rápido que mis ganas de hacer dieta.
es_0320	Dakota Johnson ahora hace cine… ¡y terapia al mismo tiempo!
es_0321	Gemini llega a Google TV y ahora tu tele sabe qué serie quieres ver... ¡antes de que tú lo sepas!
es_0322	De mojitos en el Pilar a lightsabers en el Ebro: Zaragoza mola hasta en otoño.
es_0323	Clásicos que nunca mueren… ¡pero tú sí mientras los lees!
es_0324	"""Te sigo como perro... pero mi terapeuta dice que ya basta."""
es_0325	Hendler abre San Sebastián con 27 noches… ¡y una esperanza!
es_0326	¡El Real Madrid fichó a un armario con zapatillas!
es_0327	ChatGPT ahora te espía... ¡pero con cariño adolescente!
es_0328	El cine español toma San Sebastián... ¡y hasta Jolie y Lawrence traen palomitas!
es_0329	Ducharse antes de dormir: el truco del cardiólogo para no contar ovejas sudadas.
es_0330	La Corte Suprema se pone las pilas para decidir si los aranceles de Trump eran más legales que su peinado.
es_0331	9 platos que robaron escenas (y tal vez tu hambre).
es_0332	Los persas: menos malos, más malentendidos.
es_0333	Gálvez en Jesús María: promete seguridad y árboles, pero no milagros.
es_0334	Nvidia le apuesta a OpenAI como si fuera la lotería, pero con más chips y menos suerte.
es_0335	Andreu Genestra se pone la toga... ¡y se lía en Lío Ibiza!
es_0336	Orsi brilla en las encuestas, pero el gobierno... bueno, al menos tiene WiFi.
es_0337	¡Más vacas que contribuyentes!
es_0338	Los vinos argentinos que Decanter besó y les dio medalla.
es_0339	“Eran amigos… aunque el concierto de Coldplay diga lo contrario.”
es_0340	Los medios españoles alaban a Araujo: “Excelente… para no ser Messi”.
